종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"159580","제로투세븐","KOSDAQ","중견기업부",,"074604","생활용품 도매업","12",,"20032636","500","10016318000","원(KRW)","김정민, 이충하 (각자 대표이사)","02-740-3188","서울특별시 마포구 상암산로 76YTN뉴스퀘어 17/18층 "
"147830","제룡산업","KOSDAQ","벤처기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"20000000","500","10000000000","원(KRW)","박종태","02-2204-3700","서울특별시 광진구  아차산로 628 (광장동)"
"033100","제룡전기","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"16062409","500","8031204500","원(KRW)","박종태","02-2204-6300","서울특별시 광진구  아차산로 628 "
"079370","제우스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"10384000","500","5192000000","원(KRW)","이종우","031-377-9500","경기도 화성시 안녕남로 132 (주)제우스 "
"054950","제이브이엠","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"12089892","500","6044946000","원(KRW)","이용희","053-608-2536","대구광역시 달서구  호산동로 121 "
"023440","제이스코홀딩스","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"36355186","500","18177593000","원(KRW)","한상민","031-499-0776","경기도 안산시 단원구  시화로 60, 301 (성곡동, 시화공단4다)"
"090470","제이스텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"14597808","500","7298904000","원(KRW)","정재송, 최기열, 김두열 (각자 대표이사)","041-421-5000","충청남도 아산시 음봉면 산동로 433-15 - "
"287410","제이시스메디칼","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"71299472","100","7129947200","원(KRW)","강동환","02-2603-6417","서울특별시 금천구 가마산로 96 307호 (가산동, 대륭테크노타운8차)"
"137950","제이씨케미칼","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"22267814","500","11133907000","원(KRW)","이종응","02-6321-1333","울산광역시 울주군  온산읍 화산1길 70 "
"033320","제이씨현시스템","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"19114432","500","9557216000","원(KRW)","차중석","02-2105-9100","서울특별시 용산구  새창로45길 74 "
"204270","제이앤티씨","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"57848466","500","28924233000","원(KRW)","장용성, 김윤택(각자 대표이사)","031-354-2590","경기도 화성시 정남면 구내길 81-9 &nbsp"
"026040","제이에스티나","KOSDAQ","중견기업부",,"033301","귀금속 및 장신용품 제조업","12",,"16503790","500","8684795000","원(KRW)","대표이사 김유미, 장호선 각자대표","02-2190-7025","서울특별시 송파구 양재대로62길 53 "
"126880","제이엔케이히터","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"23204903","500","11602451500","원(KRW)","김방희","02-2026-4250","서울특별시 금천구  가산디지털1로 168 "
"322510","제이엘케이","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"15174489","100","1517448900","원(KRW)","김동민","070-4651-4051","충청북도 청주시 청원구 오창읍 양청송대길 10 청주미래누리터(지식산업센터) 204호 "
"033050","제이엠아이","KOSDAQ","중견기업부",,"031802","기록매체 복제업","12",,"32579342","1000","32579342000","원(KRW)","정광훈","031 -376 -9494","경기도 화성시 동탄면 동탄산단8길 15-20 "
"094970","제이엠티","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"16748240","500","8374120000","원(KRW)","정수연, 정도연(각자대표)","070-7500-4320","경기도 평택시 산단로 63-19 (모곡동)"
"058420","제이웨이","KOSDAQ","투자주의환기종목(소속부없음)",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"3610839","500","1805419500","원(KRW)","홍병한","02-3400-8500","광주광역시 서구 상무중앙로 57 402호(치평동,에스클래스상가)"
"089790","제이티","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"10315513","500","5157756500","원(KRW)","유홍준","070-4172-0100","충청남도 천안시 서북구  직산읍 4산단3로 135 "
"052670","제일바이오","KOSDAQ","투자주의환기종목(소속부없음)",,"032102","의약품 제조업","12",,"29129064","500","14564532000","원(KRW)","심광경","031-494-8226","경기 안산시 목내동 456-2 "
"199820","제일전기공업","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"11110000","500","5555000000","원(KRW)","강동욱","051-205-9111","부산광역시 사하구 을숙도대로 555 "
"038010","제일테크노스","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"9000000","500","4500000000","원(KRW)","나주영,최재우","054-278-2841","경상북도 포항시 남구 장흥로39번길 7 "
"276730","제주맥주","KOSDAQ","기술성장기업부","이익미실현기업","031101","알코올음료 제조업","12",,"56755461","500","28377730500","원(KRW)","문혁기","064-798-9800","제주특별자치도 제주시 한림읍 금능농공길 62-11 "
"080220","제주반도체","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"34442833","500","17371416500","원(KRW)","박성식, 조형섭(각자 대표)","(064)740-1700","제주특별자치도 제주시 청사로 1길 18-4 "
"216080","제테마","KOSDAQ","기술성장기업부","이익미실현기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"17765959","500","8882979500","원(KRW)","김재영","02-572-1331","강원도 원주시 지정면 조엄로 321 &nbsp;"
"229000","젠큐릭스","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"6558421","500","3279210500","원(KRW)","조상래","02-2621-7038","서울특별시 구로구 디지털로 242 311호, 402호, 403호, 404호, 908호, 909호, 910호(구로동, 한화비즈메트로1차) "
"082270","젬백스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"39812863","500","19906431500","원(KRW)","김상재, 송형곤","042-931-6287","대전광역시 유성구 테크노11로 58 "
"064800","젬백스링크","KOSDAQ","벤처기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"83178127","100","8317812700","원(KRW)","김상재, 서영운","02-2102-7300","서울특별시 영등포구 영등포로 272 (영등포동3가, 젬백스링크타워) - "
"044060","조광ILI","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"15039996","500","7519998000","원(KRW)","김우동","055-360-0200","경상남도 양산시 산막공단북10길 37 (산막동) "
"034940","조아제약","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"30979827","500","15489913500","원(KRW)","조성환, 조성배(각자대표)","02-6670-9200","서울특별시 영등포구 당산로2길 12 에이스테크노타워 101호(문래동3가, 에이스테크노타워1층)"
"067000","조이시티","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"68414403","500","34634636000","원(KRW)","조성원","031-789-6500","경기도 성남시 분당구 분당로 55 "
"033340","좋은사람들","KOSDAQ","투자주의환기종목(소속부없음)",,"031401","봉제의복 제조업","12",,"49908224","500","24954112000","원(KRW)","-","02-320-6600","서울특별시 마포구 연희로 11 한국특허정보원빌딩 서울 마포구 연희로 11, 5층(동교동, 한국특허정보원빌딩 5층 S-559호)"
"036930","주성엔지니어링","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"48249212","500","24124606000","원(KRW)","황철주","031 -760 -7000","경기도 광주시  오포읍 오포로 240 주성엔지니어링"
"239340","줌인터넷","KOSDAQ","중견기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"26979634","100","2697963400","원(KRW)","이성현","02-583-4640","서울특별시 서초구 반포대로 3 이스트빌딩 -"
"051980","중앙디앤엠","KOSDAQ","관리종목(소속부없음)",,"032202","플라스틱제품 제조업","12",,"103995690","500","52247845000","원(KRW)","김영신","02-6953-7630","경기도 안양시 동안구 시민대로 115 503호(호계동) "
"072020","중앙백신","KOSDAQ","벤처기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"9960000","500","4980000000","원(KRW)","윤인중","(042)863-9322","대전광역시 유성구 유성대로 1476-37 (주)중앙백신연구소"
"000440","중앙에너비스","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"6227130","500","3113565000","원(KRW)","한상열, 한상은 (각자 대표이사)","070-8707-4500","서울특별시 용산구  한남대로 82 "
"078650","지나인제약","KOSDAQ","관리종목(소속부없음)",,"032703","사진장비 및 광학기기 제조업","12",,"4078777","500","2039388500","원(KRW)","김찬규","031-740-6800","경기도 성남시 중원구 사기막골로 90 (상대원동) 1층 (주)코렌"
"228760","지노믹트리","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"20327512","500","10163756000","원(KRW)","안성환","042-861-4551","대전광역시 유성구 테크노10로 44-6 "
"314130","지놈앤컴퍼니","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"14066271","500","7033135500","원(KRW)","배지수, 박한수, 서영진 (각자 대표이사)","031-628-0150","경기도 성남시 분당구 판교로255번길 35, B동 8층(삼평동, 판교실리콘파크) &nbsp"
"389030","지니너스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"10869315","500","5434657500","원(KRW)","박웅양","02-6949-6570","서울특별시 송파구 정의로 70 4층, 5층(문정동, 케이디유타워) "
"043610","지니뮤직","KOSDAQ","우량기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"58115438","500","29057719000","원(KRW)","Park Hyun Jin","02-3282-2600","서울특별시 강남구 테헤란로 415 L7 Hotels 강남타워 (6~8층) "
"263860","지니언스","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"9444600","500","4722300000","원(KRW)","이동범","031-8084-9770","경기도 안양시 동안구 벌말로 66 12층 A-F(관양동,평촌역 하이필드) "
"303030","지니틱스","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"35745668","100","3574566800","원(KRW)","호경근","031-8065-6000","경기도 용인시 기흥구 흥덕1로 13 흥덕아이티밸리 1901호, (주)지니틱스"
"036180","지더블유바이텍","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"46390818","500","23195409000","원(KRW)","양재원","02-2140-3300","서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)"
"208350","지란지교시큐리티","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8306541","500","4153270500","원(KRW)","윤두식","02-569-6110","서울특별시 강남구 역삼로 542 5층 502호(대치동, 신사제2빌딩)"
"144510","지씨셀","KOSDAQ","벤처기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"15800344","500","7900172000","원(KRW)","박대우","031-260-9300","경기도 용인시 기흥구 이현로30번길 131-1 - "
"382480","지아이텍","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"39357140","100","3935714000","원(KRW)","이인영","041-543-1316","충청남도 아산시 둔포면 아산밸리로387번길 42 "
"382800","지앤비에스엔지니어링","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"7164618","500","3582309000","원(KRW)","박상순","031-658-6276","경기도 안성시 대덕면 모산로 401-14 "
"051160","지어소프트","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"15474430","500","7737215000","원(KRW)","김영준","02-2155-5100","서울특별시 서초구 서초중앙로8길 117 (서초동,지어소프트빌딩)"
"053050","지에스이","KOSDAQ","우량기업부",,"043502","연료용 가스 제조 및 배관공급업","12",,"29987597","500","15304357500","원(KRW)","유석형","055-855-0102","경상남도 사천시 사천읍 구암두문로 412-30 "
"119850","지엔씨에너지","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"16448909","500","8374454500","원(KRW)","안병철","02-2164-9200","서울특별시 영등포구 양산로 43 우림이비지센터 911, 912호 "
"270520","지엔원에너지","KOSDAQ","벤처기업부",,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"31208908","100","3120890800","원(KRW)","최근화","031-420-4677","경기도 안양시 동안구 학의로 268 809호(관양동, 안양메가벨리)"
"065060","지엔코","KOSDAQ","중견기업부",,"031401","봉제의복 제조업","12",,"98008044","500","49004022000","원(KRW)","김석주 장지혁 (각자대표이사)","02-2185-8500","서울특별시 송파구  동남로4길 41 지엔코빌딩"
"204840","지엘팜텍","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"61854061","100","6185406100","원(KRW)","왕훈식","031-739-5220","경기도 성남시 중원구 사기막골로 137 중앙인더스피아5차 714호"
"311320","지오엘리먼트","KOSDAQ","기술성장기업부","기술성장기업","032602","전자부품 제조업","12",,"6229930","500","3114965000","원(KRW)","신현국","031-611-9123","경기도 안성시 금석3길 30 "
"388050","지투파워","KOSDAQ","중견기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"3686835","500","1861367500","원(KRW)","김영일, 장철수","031-427-1261","경기도 화성시 양감면 초록로 868-12 "
"219750","지티지웰니스","KOSDAQ","관리종목(소속부없음)",,"032701","의료용 기기 제조업","12",,"19111631","500","9555815500","원(KRW)","한윤석,임지현","070 - 7874 - 1069","경기도 용인시 수지구 신수로 767 &nbsp"
"018120","진로발효","KOSDAQ","우량기업부",,"031101","알코올음료 제조업","12",,"6621120","500","3533010000","원(KRW)","김종식","031 -491 -2675","경기도 안산시 단원구 별망로 594 "
"109820","진매트릭스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"20393640","500","10196820000","원(KRW)","김수옥","031-628-2000","경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층"
"086060","진바이오텍","KOSDAQ","중견기업부",,"031008","동물용 사료 및 조제식품 제조업","12",,"8610587","500","4305293500","원(KRW)","이찬호","041-853-9961","충청남도 공주시  계룡면 신원사로 166 "
"036890","진성티이씨","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"22482268","500","11241134000","원(KRW)","윤성수, 윤준수(공동대표이사)","031 -658 -0100","경기도 평택시 세교산단로 3 (세교동) "
"363250","진시스템","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"6879180","500","3439590000","원(KRW)","서유진","042-863-8551","대전광역시 유성구 테크노2로 200-9 "
"007370","진양제약","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"12000000","500","6000000000","원(KRW)","최재준","02-3470-0300","서울특별시 서초구  효령로 231 "
"085660","차바이오텍","KOSDAQ","중견기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"56268318","500","28134159000","원(KRW)","오상훈 (단독대표)","031-881-7400","서울특별시 강남구 도산대로 442 청담동 피엔폴루스 3층"
"261780","차백신연구소","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"26429162","500","13214581000","원(KRW)","염정선","031-881-7327","경기도 성남시 중원구 둔촌대로 560,  406,407호(상대원동, 벽산테크노피아) "
"158310","참존글로벌","KOSDAQ","관리종목(소속부없음)",,"032902","특수 목적용 기계 제조업","12",,"47841128","500","23920564000","원(KRW)","이홍배","031-8085-0700","경기도 화성시 동탄순환대로 830 202호,203호,204호,205호(영천동,동탄에스케이브이1센터)"
"094850","참좋은여행","KOSDAQ","중견기업부",,"147502","여행사 및 기타 여행보조 서비스업","12",,"14000000","500","7000000000","원(KRW)","조현문, 이종혁(공동대표이사)","02-2188-4137","서울특별시 중구 서소문로 135 (서소문동, 연호빌딩) "
"004650","창해에탄올","KOSDAQ","우량기업부",,"031101","알코올음료 제조업","12",,"9190885","500","4595442500","원(KRW)","임성우, 이연희","063-214-7800","전라북도 전주시 덕진구 원만성로 15 "
"278280","천보","KOSDAQ","우량기업부",,"032001","기초 화학물질 제조업","12",,"10000000","500","5000000000","원(KRW)","이상율","070-4865-2525","충청북도 충주시 주덕읍 중원산업로 312 "
"066360","체리부로","KOSDAQ","관리종목(소속부없음)",,"031001","도축, 육류 가공 및 저장 처리업","12",,"46872529","500","23436264500","원(KRW)","김인식, 송명식(각자 대표이사)","043-530-3200","충청북도 진천군 이월면 생거진천로 1770 "
"047820","초록뱀미디어","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"216927028","500","108463514000","원(KRW)","김상헌,최진욱 (각자대표이사)","02-6925-7000","서울특별시 강남구 도산대로 414 14층(청담동, 한성청담빌딩) "
"052300","초록뱀컴퍼니","KOSDAQ","중견기업부",,"085209","기타 운송관련 서비스업","12",,"115080002","500","57540001000","원(KRW)","최진욱","02-6237-9784","서울특별시 강남구 도산대로 414 14층(청담동, 한성청담빌딩) "
"094360","칩스앤미디어","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"9640315","500","4963657500","원(KRW)","김상현","02-568-3767","서울특별시 강남구 테헤란로 509 엔씨타워1  7층,8층 "
"016920","카스","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"26493538","500","13246769000","원(KRW)","김태인","02-2225-3526","경기도 양주시  광적면 그루고개로 262 "
"284620","카이노스메드","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"110398262","100","11039826200","원(KRW)","이기섭","02-567-7417","경기도 성남시 분당구 판교역로 184 JS타워 1101호 "
"293490","카카오게임즈","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"78587683","100","7858768300","원(KRW)","조계현","1566-8834","경기도 성남시 분당구 판교역로 152, 14층(백현동, 알파돔타워 3) &nbsp"
"042000","카페24","KOSDAQ","기술성장기업부","이익미실현기업","106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"22497198","500","11248599000","원(KRW)","이재석","02-3284-0300","서울특별시 동작구 보라매로5길 15 "
"317530","캐리소프트","KOSDAQ","기술성장기업부","기술성장기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"6951196","500","3475598000","원(KRW)","박창신","02-2289-1452","서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1101호 "
"071850","캐스텍코리아","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"16569188","500","8284594000","원(KRW)","윤상원","051-974-4222","부산광역시 사상구 학장로63번길 24 "
"050110","캠시스","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"73824118","500","36912059000","원(KRW)","박영태 (단일대표)","070-4680-2500","인천광역시 연수구  벤처로100번길 26 "
"223310","커머스마이너","KOSDAQ","관리종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"13333506","100","1333350600","원(KRW)","유병길","070-7860-9660","서울특별시 강남구 언주로 702 경남제약타워 10층"
"900310","컬러레이","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","12",,"54000000","무액면","336160634","중국위안(CNY)","줘중비아오","02	-2088-8526","Connaught Place, Central, Hong Kong Suite 3201, Jardine house 1"
"078340","컴투스","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"12866420","500","6433210000","원(KRW)","송재준, 이주환","02-6292-6000","서울특별시 금천구  가산디지털1로 131 "
"063080","컴투스홀딩스","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"6595192","500","3297596000","원(KRW)","이용국","02-876-5252","서울특별시 금천구 가산디지털1로 131 에이동 4층"
"307930","컴퍼니케이","KOSDAQ","중견기업부",,"116409","기타 금융업","12",,"15610000","500","9755000000","원(KRW)","김학범","02-568-8470","서울특별시 강남구 테헤란로 620 에이동 14층 "
"079190","케스피온","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"31784197","500","15892098500","원(KRW)","이승준, LLOYD YEONSU LEE (각자 대표이사)","02-2107-5500","인천광역시 남동구  남동서로 155 (고잔동, 남동공단80블럭4로트)"
"263700","케어랩스","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"17862911","500","9029238500","원(KRW)","박경득","02-6929-2340","서울특별시 강남구 역삼로3길 13 케어랩스타워 9층"
"214370","케어젠","KOSDAQ","중견기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"10743000","500","5371500000","원(KRW)","정용지","031-420-9242","경기도 안양시 동안구 엘에스로91번길 46-38 "
"221980","케이디켐","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"4034800","500","2017400000","원(KRW)","민남규","043-543-8430","충청북도 보은군 보은읍 매화구인로 345 &nbsp"
"330990","케이비제19호스팩","KOSDAQ","관리종목(소속부없음)",,"116601","금융 지원 서비스업","12",,"4301000","100","430100000","원(KRW)","최웅","02-784-0099","서울특별시 영등포구 의사당대로1길 25, 905(여의도동) "
"342550","케이비제20호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"6501000","100","650100000","원(KRW)","황정현","02-523-8333","서울특별시 강남구 선릉로90길 40, 8층 (대치동, 예감빌딩) "
"192250","케이사인","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"70671257","100","7067125700","원(KRW)","최승락","02-591-2390","서울특별시 강남구 선릉로 577 b1,5층 "
"115500","케이씨에스","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"12000000","500","6000000000","원(KRW)","이호성","02-6377-5001","경상북도 구미시 3공단1로 284 (임수동)"
"089150","케이씨티","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"17150000","500","8575000000","원(KRW)","이규현","02-6377-5622","경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩 "
"025880","케이씨피드","KOSDAQ","중견기업부",,"031008","동물용 사료 및 조제식품 제조업","12",,"16715858","500","8357929000","원(KRW)","정한식, 김희철(각자 대표이사)","054-332-6511","경상북도 영천시 금호읍 금호로 320 "
"093320","케이아이엔엑스","KOSDAQ","우량기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"4880000","500","2440000000","원(KRW)","김지욱","02-2187-6373","서울특별시 강남구 강남대로 636 7층, 10층(신사동, 두원빌딩) "
"073010","케이에스피","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"36192257","500","18096128500","원(KRW)","이범호","(051)831-6270","부산광역시 강서구  녹산산단381로86번길 43 "
"105330","케이엔더블유","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"12135382","500","6067691000","원(KRW)","오원석","031-950-0200","경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유"
"272110","케이엔제이","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"7925395","500","3962697500","원(KRW)","심호섭","070-7201-8512","충청남도 아산시 음봉면 스마트산단1로 22 케이엔제이 "
"039420","케이엘넷","KOSDAQ","중견기업부",,"106102","전기 통신업","12",,"24154730","500","12077365000","원(KRW)","정지원","02-538-0236","서울 강남구 역삼로 155(역삼동 748-14) "
"083550","케이엠","KOSDAQ","우량기업부",,"031309","기타 섬유제품 제조업","12",,"11251616","500","5625808000","원(KRW)","신병순","031-678-8814","강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠 "
"032500","케이엠더블유","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"39820883","500","19910441500","원(KRW)","김덕용","031 -370 -8600","경기도 화성시 동탄대로25길 21 -"
"225430","케이엠제약","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"27887050","100","2788705000","원(KRW)","강일모","02-3477-8422","경기도 평택시 포승읍 평택항로268번길 121 -"
"102370","케이옥션","KOSDAQ","기술성장기업부","이익미실현기업","074601","상품 중개업","12",,"8909420","500","4454710000","원(KRW)","도현순","02-3479-8888","서울특별시 강남구 언주로172길 23, 신사동 아트타워 "
"036030","케이티알파","KOSDAQ","중견기업부",,"074601","상품 중개업","12",,"49019283","1000","49019283000","원(KRW)","정기호","02-1588-5668","서울특별시 동작구  보라매로5길 23 삼성보라매옴니타워 "
"064820","케이프","KOSDAQ","벤처기업부",,"033101","선박 및 보트 건조업","12",,"30901728","500","15450864000","원(KRW)","정 형 석","055-370-1234","경상남도 양산시  상북면 양산대로 1303  "
"347140","케이프이에스제4호","KOSDAQ","SPAC(소속부없음)",,"116409","기타 금융업","12",,"3009000","100","300900000","원(KRW)","윤종연",,"서울특별시 영등포구 국제금융로2길 25, 8층 "
"256940","케이피에스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"18748658","500","9374329000","원(KRW)","김하용","031-8041-5411","경기도 화성시 동탄면 동탄산단10길 52 &nbsp"
"024880","케이피에프","KOSDAQ","우량기업부",,"032509","기타 금속 가공제품 제조업","12",,"17718250","500","8859125000","원(KRW)","송무현, 김형노","043-849-1114","경기도 성남시 분당구 운중로 136 판교송현타워"
"042040","케이피엠테크","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"159648360","100","15964836000","원(KRW)","김지훈","(031)489-4100","경기 안산시 원시동 816-2 "
"054410","케이피티유","KOSDAQ","벤처기업부",,"032509","기타 금속 가공제품 제조업","12",,"5060000","500","2530000000","원(KRW)","박준영","031-831-3000","경기도 화성시 정남면 괘랑2길 1 "
"258610","케일럼","KOSDAQ","벤처기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"22146762","500","11073381000","원(KRW)","마이클권","051-941-3511","부산광역시 강서구 범방2로 6 &nbsp"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","이익미실현기업","033103","항공기,우주선 및 부품 제조업","12",,"11930476","500","5965238000","원(KRW)","케네스민규리","055-855-4130","경상남도 사천시 사남면 외국기업로 152-44 "
"217600","켐온","KOSDAQ","중견기업부",,"137001","자연과학 및 공학 연구개발업","12",,"63861340","100","6386134000","원(KRW)","송시환","031-888-6634","경기도 용인시 처인구 양지면 남평로 240 (주)켐온"
"089010","켐트로닉스","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"14858157","500","7429078500","원(KRW)","김보균, 김응수","031-776-7690","세종특별자치시   전동면 배일길 31 "
"220260","켐트로스","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"26558307","100","2655830700","원(KRW)","이동훈","031-491-0653","경기도 안산시 단원구 능안로 7 -"
"052400","코나아이","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"15559118","500","7779559000","원(KRW)","조정일","02-2168-7500","서울특별시 영등포구  은행로 3 익스콘벤처타워 8층"
"046070","코다코","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"39064256","500","19532128000","원(KRW)","인귀승, 조만영(각자 대표이사)","041-411-3100","충청남도 천안시 서북구  입장면 신대길 8 "
"047770","코데즈컴바인","KOSDAQ","중견기업부",,"031401","봉제의복 제조업","12",,"37842602","500","18921301000","원(KRW)","박영환","02-2239-1414","서울특별시 동대문구 한천로46길 42 (장안동, 마루하우스2층) "
"078940","코드네이처","KOSDAQ","중견기업부",,"064203","전기 및 통신 공사업","12",,"32452021","500","16226010500","원(KRW)","김호일","070-4035-4576","서울특별시 성동구 성수이로 51 서울숲한라시그마밸리1차 505-507호(성수동2가)"
"080530","코디","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"28291298","500","14145649000","원(KRW)","김종원, 구자형 (각자 대표이사)","031-322-7788","경기도 용인시 수지구 광교중앙로 338 A동(상현동, 광교우미뉴브)
 -호실(총12개):A301, A302, A303, A304, A308, A309, A310, A315, A316, A317, A319, A320 "
